followers_per_followees,replies_to_tweets,tweets_with_url_to_total_tweets,number_of_replies,hastag_count_to_word_count_mean,hastag_count_to_word_count_median,hastag_count_to_word_count_min,hastag_count_to_word_count_max,url_count_to_word_count_mean,url_count_to_word_count_median,url_count_to_word_count_min,url_count_to_word_count_max,characters_per_tweet_mean,characters_per_tweet_median,characters_per_tweet_min,characters_per_tweet_max,time_between_posts_mean,time_between_posts_median,spammer
0.83908,0.226667,0.22,34,0.0006,0,0,0.0909,0.025,0,0,0.3333,75.5467,56,21,140,44176.094,3627,yes
1,0,0.095238,0,0.0089,0.1875,0,0.1875,0.0055,0.0625,0,0.0625,45.5238,121,12,130,120128.85,79919,yes
0.884615,0.033333,0.666667,1,0.0056,0,0,0.1667,0.1847,0.16667,0,1,62.9667,54,27,142,446932.0345,3683899,yes
1.214286,0.041237,0.556701,4,0.0545,0.08333,0,0.5,0.0517,0.08333,0,0.5,115.5361,127,25,142,99832.2917,56062,yes
0.147541,0.047244,0.275591,6,0.0645,0.14286,0,0.5,0.0373,0.14286,0,0.2,69.4803,60,14,153,2028.4444,13,yes
0.030769,0.095652,0.321739,11,0.081,0,0,1,0.0447,0.125,0,0.2727,72.5217,57,20,144,2330.8246,27,yes
0,0.012658,0.329114,1,0.0809,0.09091,0,0.5,0.044,0,0,0.2,66.1392,52,20,148,2990.3462,15,yes
1.0375,0.333769,0.145656,511,0.004,0,0,0.25,0.018,0,0,0.5,78.3227,133,6,148,9429.2804,6926,yes
0,0,0.970588,0,0,0,0,0,0.1859,0.14286,0,0.3333,53.1618,59,29,118,69.3433,114,yes
1.078947,0.422646,0.034753,377,0.0035,0,0,0.5,0.009,0,0,1,66.6513,52,7,151,14640.8967,90,yes
1.029412,0.385321,0.036697,42,0.0837,0,0,1,0.0126,0,0,1,51.3303,35,2,142,97839.4907,1797,yes
0.811688,0.208333,0.395833,40,0.0224,0,0,0.6667,0.0489,0.2,0,1,94.9844,51,9,150,226782.5131,6257,yes
2.884462,0.602119,0.268785,2444,0.0128,0,0,1,0.0298,0,0,1,85.6699,36,5,167,4310.1035,166,yes
0.458333,0.289474,0.342105,33,0.0118,0,0,0.3636,0.0301,0.2,0,0.2,93.614,52,18,140,95500.8142,1333,yes
0,0,1,0,0.0722,0,0,0.125,0.1322,0.1,0.1,0.2,74,76,53,85,731451,65,yes
0.393333,0.356061,0.30303,47,0.003,0,0,0.1818,0.0513,0.05882,0,0.5,71.1212,102,10,149,25617.1832,829,yes
1.104053,0.078784,0.712324,241,0.0498,0,0,0.75,0.0774,0.11111,0,1,100.7388,97,16,168,5357.8201,372,yes
0.684211,0.137255,0.431373,7,0,0,0,0,0.0396,0,0,0.3333,89.902,67,18,150,387832.34,454625,yes
0,0,1,0,0.05,0,0,0.25,0.1222,0.11111,0.1111,0.125,81.8,71,71,106,633229,65,yes
0.307692,0,0.980545,0,0.035,0,0,1,0.7406,1,0,1,33.0739,29,1,97,923.1719,4,yes
1.360294,0.013308,0.910646,7,0,0,0,0,0.0585,0.09091,0,0.2,110.0875,74,47,152,12363.0533,1279,yes
0.333333,0.119497,0.09434,19,0.0085,0,0,0.5,0.0245,0,0,1,60.9686,96,7,142,34613.1646,29,yes
0.923077,0,0.063636,0,0.003,0,0,0.1429,0.0144,0,0,0.5,42.6,18,13,160,72804.7156,73553,yes
1.647059,0.29927,0.221411,123,0.0109,0,0,0.2222,0.0181,0,0,0.3333,109.253,55,16,150,47671.7829,16416,yes
12,0.071429,0.607143,2,0.0139,0,0,0.3333,0.1306,0.33333,0,1,85.2143,30,22,140,275772.1852,67598,yes
1.218274,0.264368,0.712644,23,0.0063,0,0,0.125,0.0396,0,0,0.25,133.4943,142,48,151,38166.2907,37527,yes
1.96371,0.175483,0.723155,554,0.066,0.11765,0,0.4444,0.0614,0.05882,0,1,96.6763,111,10,159,13909.9987,11,yes
0,0,1,0,0.0923,0,0,0.25,0.1126,0.09091,0.0909,0.125,80.7,90,73,90,64.5862,64,yes
0.357143,0,0.3,0,0.0244,0,0,0.2,0.0454,0,0,0.25,64.1,60,14,126,330811.2069,115,yes
0.163265,0.046875,0.234375,3,0.0131,0,0,0.1667,0.0225,0.07692,0,0.1667,77.5938,92,19,140,67278.9841,12235,yes
0.799767,0,0.998989,0,0.0108,0,0,0.4,0.1049,0.07692,0,0.4,98.1173,80,30,348,2527,2091,yes
1.027552,0.549034,0.147103,1478,0.0035,0,0,0.2632,0.0152,0,0,0.5,111.653,126,11,221,10299.8402,20,yes
0.958621,0.22365,0.479863,261,0.0332,0,0,1,0.0375,0.09091,0,0.5,88.7412,76,1,152,7832.6672,32,yes
0.916667,0.113043,0.228261,104,0.0084,0,0,0.2,0.0167,0,0,0.3571,105.5087,90,10,156,82468.3536,3653,yes
0.706383,0.411658,0.068488,1130,0.0048,0,0,1,0.0138,0,0,1,55.2568,84,3,164,5422.8524,449,yes
0,0,1,0,0.0625,0.25,0,0.25,0.1209,0.125,0.0909,0.1429,87.5,90,71,103,826489.3333,67,yes
0,1,1,10,0,0,0,0,0.045,0.04167,0.04,0.0769,135.2,140,92,140,1678.5556,304,yes
2.03125,0.4176,0.016,522,0.0009,0,0,0.2,0.0025,0,0,0.3333,65.6744,126,2,145,8138.1817,44,yes
0.3,0.305085,0.491525,18,0.0392,0,0,0.5,0.1543,0.1,0,1,95.2712,84,25,165,22560.4483,19,yes
0.615385,0,1,0,0.0667,0.2,0,0.2,0.146,0.2,0.0714,0.2,76,64,61,103,3495370.5,4565920,yes
1.105263,0.312319,0.188406,431,0.0033,0,0,0.3333,0.0163,0.08333,0,0.5,99.8007,106,5,162,31863.7099,76620,yes
0.680556,0.372115,0.0625,387,0.0093,0,0,0.5,0.0066,0.08333,0,0.5,76.9577,86,12,150,6277.3725,20430,yes
0.636364,0.398734,0.094937,63,0.0131,0,0,0.25,0.0084,0.05263,0,0.1667,115.0063,139,26,148,71069.7898,114926,yes
1.273256,0.268421,0.415789,51,0.0003,0.05556,0,0.0556,0.0332,0.05556,0,0.2,89.4632,124,8,148,67858.4074,8961,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,105,105,105,105,0,0,yes
0,0,1,0,0.0569,0,0,0.25,0.1174,0.125,0.1,0.1667,76.871,73,66,103,86266.8333,65,yes
0.692629,0.130631,0.646396,58,0.0028,0,0,0.25,0.0777,0.125,0,0.25,64.3266,56,8,144,165101.3002,2539,yes
0.665079,0.194444,0.227124,119,0.0029,0,0,0.25,0.0217,0.0625,0,0.5,95.3758,108,7,160,29087.7872,1563,yes
0,0,1,0,0.0524,0,0,0.1667,0.1159,0.11111,0.1,0.1667,83.7143,76,75,111,416140.6667,62,yes
1.357143,0,0.278146,0,0.0016,0,0,0.1,0.0348,0,0,1,80,66,4,140,43779.3133,9273,yes
1.621951,0.173105,0.048291,233,0.0037,0,0,0.5,0.0078,0.1,0,1,67.7088,82,6,151,13751.1026,1857,yes
0.802548,0.132199,0.698953,101,0.0128,0,0,0.3333,0.0861,0.11111,0,1,79.8508,73,7,152,56791.6199,3917,yes
0.8,0.139665,0.379888,25,0,0,0,0,0.0533,0,0,0.3333,66.1117,72,9,168,49321.3539,153,yes
1,0.064171,0.283422,12,0,0,0,0,0.0327,0,0,0.3333,84.8503,57,27,142,48372.7043,4034,yes
0.921569,0.068966,0.344828,2,0,0,0,0,0.0424,0,0,0.25,80.7241,129,22,138,381068.9286,260109,yes
1.03219,0.510622,0.51214,673,0.0167,0,0,0.5,0.0678,0.06667,0,1,92.802,98,2,154,24228.5626,61,yes
1.8,0.281553,0.019417,29,0.0018,0,0,0.1818,0.0026,0,0,0.1818,61.0388,38,9,140,150813.3627,152468,yes
0.465116,0.027523,0.155963,3,0.0053,0,0,0.25,0.034,1,0,1,92.6147,25,9,142,128850.5185,385,yes
0.41875,0.214953,0.345794,23,0.0246,0,0,0.5,0.0331,0,0,0.5,103.3271,144,33,144,38156.4434,10079,yes
0.504673,0.157895,0.280702,9,0.0509,0,0,0.3125,0.0371,0.1,0,0.3333,84.2281,88,34,151,93532.3393,423,yes
0.588235,0.115385,0.5,3,0.0152,0,0,0.1667,0.0343,0,0,0.1667,116,118,50,160,67027.48,565,yes
1.22549,0.366876,0.197589,700,0.0119,0,0,1,0.0278,0.11111,0,1,77.8312,65,4,180,19160.6544,783,yes
1.745763,0.463744,0.18887,275,0.0073,0,0,0.3333,0.0176,0,0,1,75.3524,108,4,143,15340.2466,2913,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,108,108,108,108,0,0,yes
0,0,1,0,0,0,0,0,0.0565,0.05263,0.0476,0.0667,143.5,140,140,161,120037.8421,580800,yes
0.419355,0.595611,0.112853,1140,0.089,1,0,1,0.0131,0,0,1,66.6055,49,3,153,5108.6738,12,yes
0.60241,0.777778,0.888889,7,0.0101,0.09091,0,0.0909,0.0616,0.09091,0,0.1429,113.4444,96,57,139,582768.75,211,yes
0.447368,0.173469,0.091837,17,0.0182,0,0,0.5,0.0164,0,0,0.5,84.1224,37,8,140,144147.4124,86781,yes
1.562791,0.370495,0.056811,1213,0.0076,0,0,0.6923,0.0061,0,0,1,91.3812,140,3,182,3540.0416,86,yes
1.02454,0.387172,0.128277,827,0.0108,0,0,1,0.0095,0,0,0.5,119.3291,140,15,182,8605.7082,54421,yes
1.256757,0.280467,0.129646,649,0.0178,0,0,1,0.0255,0,0,1,63.6041,106,1,174,14466.9732,26955,yes
1.777778,0.643969,0.01751,331,0.0008,0,0,0.2,0.0013,0,0,0.1667,74.4942,22,6,154,28462.4834,71771,yes
0,0,1,0,0.0617,0,0,0.125,0.1194,0.125,0.1,0.2,76.913,71,62,91,135470.5455,64,yes
1.080645,0.283262,0.257511,66,0.0419,0.11111,0,0.5,0.0324,0.11111,0,1,65.7468,81,11,140,304335.0517,12847,yes
33.2,0,0.24029,0,0.0394,0,0,0.7273,0.019,0,0,0.4286,113.7789,69,15,671,1104.1402,1199,yes
0,0,1,0,0.0744,0.11111,0,0.25,0.1178,0.11111,0.1,0.1429,78.2903,86,68,101,87074.1,64,yes
0.567376,0.211173,0.158659,189,0.0066,0,0,0.6667,0.027,0,0,1,87.9687,81,5,161,48493.3613,3466,yes
1.583333,0.148148,0.160494,24,0.0187,0,0,0.6364,0.0195,0,0,0.5,81.9938,150,2,160,24544,342,yes
0.461538,0.138889,0.694444,5,0.0118,0,0,0.25,0.1608,0.2,0,1,72.5278,51,32,138,478978.4571,14,yes
0.272727,0.280952,0.114286,59,0.0325,0,0,1,0.0121,0,0,0.3333,67.0381,72,3,146,66481.9043,2926419,yes
1.890625,0.410876,0.10574,272,0.005,0,0,0.4,0.0157,0,0,1,101.6042,133,15,159,44765.2405,6775,yes
0.649123,0.603448,0.229885,105,0.0496,0,0,0.3333,0.0179,0,0,0.6667,111.2931,140,17,148,19561.6069,843,yes
0.654206,0.431818,0.204545,38,0.0078,0,0,0.25,0.0282,0,0,0.5,75.25,49,15,144,236772.954,391803,yes
1.111479,0.461022,0.122339,2815,0.0076,0,0,0.5,0.0095,0,0,0.5,86.746,41,10,176,1985.5158,307,yes
0.943218,0.62665,0.233666,1947,0.0082,0,0,0.4,0.0175,0,0,1,106.8896,123,8,187,3505.1368,10115,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,99,99,99,99,0,0,yes
2.144068,0.548069,0.071904,2058,0.0056,0,0,1,0.0087,0.25,0,1,77.0221,43,1,158,2445.5908,13,yes
0.704724,0.449336,0.115044,2031,0.0056,0,0,0.5,0.0148,0,0,1,64.6956,19,2,190,5698.4556,129862,yes
1.16,0.445415,0.0131,102,0.0096,0,0,0.25,0.0013,0,0,0.125,70.4541,101,8,140,18352.4781,147632,yes
1.396825,0.644033,0.036008,626,0.0013,0,0,0.2,0.0024,0,0,0.2,110.8241,133,16,312,13003.0824,3823,yes
0.382979,0.442623,0.147541,27,0.0535,0,0,1,0.0107,0,0,0.125,86.5246,77,12,350,93716.7333,164694,yes
1.221176,0.308851,0.312618,492,0.0032,0,0,0.5,0.024,0.14286,0,1,97.1645,57,5,153,12446.392,1706,yes
0.419811,0.016949,0.701695,5,0.0055,0,0,0.6667,0.0507,0.04348,0,0.3333,106.7322,134,40,162,37286.2279,6996,yes
1,0.098765,0.012346,8,0.0031,0,0,0.25,0.0031,0,0,0.25,119.8148,138,54,159,97602.0375,52347,yes
3.506329,0.272727,0.165072,114,0.0162,0,0,0.625,0.0298,0.05556,0,1,50.1603,118,3,144,39259.3861,19414,yes
0,0,1,0,0.0584,0,0,0.25,0.1118,0.11111,0.0909,0.125,78.9333,81,69,91,64.0345,64,yes
0.483271,0.172822,0.987344,833,0.0018,0,0,0.25,0.1031,0.16667,0,0.5,91.5444,148,17,342,1693.5827,77,yes
1.058824,0,0.357143,0,0,0,0,0,0.0199,0,0,0.0714,90.8571,66,28,148,204249.3846,128,yes
0.542169,0.431489,0.186383,507,0.0108,0.33333,0,0.3333,0.0328,0,0,1,78.6306,33,6,148,25886.4523,86347,yes
0,0,1,0,0.0848,0.11111,0,0.25,0.1139,0.11111,0.0909,0.1667,80.7742,83,64,91,97654.9333,64,yes
0,0,1,0,0.1306,0.11111,0,0.25,0.1256,0.11111,0.1,0.1667,84.8,77,73,106,629930.75,65,yes
5.5,0,1,0,0.0208,0,0,0.0833,0.08,0.05882,0.0588,0.1111,109.25,107,69,132,8723245.667,12501657,yes
0.979452,0,1,0,0.0004,0,0,0.25,0.0517,0.04,0.037,0.1667,138.8811,137,60,157,20244.11,14346,yes
0.847619,0.149239,0.093401,147,0.0061,0,0,0.5,0.0078,0,0,0.2,91.536,123,13,165,12384.3262,469,yes
0.642857,0.764706,0.156863,39,0.039,0,0,0.2,0.0174,0,0,0.1667,64.6863,89,10,140,196199.84,88547,yes
0.313758,0.557018,0.065789,127,0.0023,0,0,0.25,0.007,0,0,0.25,64.1096,137,7,140,84850.2115,3927,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,102,102,102,102,0,0,yes
0.964789,0.33375,0.05375,267,0.0082,0,0,0.3333,0.0041,0.04762,0,0.2,101.06,140,13,169,13041.8073,510,yes
2.515789,0.447903,0.021185,1036,0.0067,0,0,0.5,0.0032,0,0,0.5,48.0117,81,2,147,5512.0316,128,yes
0,0.2,0.5,2,0.0691,0.16667,0,0.1667,0.0754,0,0,0.1667,68.1,32,32,134,15,26,yes
0.266776,0.823643,0.06623,2139,0.0053,0,0,1,0.0111,0,0,1,48.1506,38,3,147,5325.8964,123,yes
0.666667,0.464442,0.093064,529,0.0016,0,0,1,0.0139,0,0,1,66.4162,119,5,161,4954.6353,911,yes
0,0,1,0,0.0771,0,0,0.25,0.1172,0.1,0.1,0.2,79.4194,81,56,89,99579.3333,64,yes
0.536585,0.357262,0.104341,428,0.0004,0,0,0.1667,0.0174,0,0,1,63.5743,47,4,165,9370.9248,34,yes
1,0.407874,0.125984,259,0.0087,0,0,0.5,0.0207,0.04762,0,1,70.0378,135,5,175,28187.7855,239617,yes
1.238095,0.621065,0.025651,1598,0.0041,0,0,0.3333,0.002,0,0,0.3333,87.5258,57,4,236,4838.5945,3706,yes
0.471264,0.261176,0.32,111,0.034,0,0,1,0.0518,0,0,1,78.2682,79,7,170,102889.9929,2553,yes
0.460055,0.140975,0.077734,107,0.004,0,0,0.3333,0.0056,0,0,0.1429,68.7628,30,1,154,8644.1623,485,yes
0.494949,0.312292,0.077519,282,0.0004,0,0,0.25,0.0086,0,0,1,51.6401,69,3,142,12722.357,6760,yes
0,0,1,0,0.0625,0.125,0,0.1667,0.1204,0.125,0.1111,0.1667,77.8333,71,69,106,232165.9091,64,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,104,104,104,104,0,0,yes
0.761374,0.037139,0.829436,27,0.0359,0.0625,0,0.1905,0.0486,0.0625,0,0.1111,125.6259,116,37,162,2339.0964,253,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,98,98,98,98,0,0,yes
1.714286,0.218266,0.055728,141,0.0016,0,0,0.125,0.0093,0,0,1,83.2074,117,2,150,20332.4496,12436,yes
8.114286,0.440622,0.379023,794,0.0014,0,0,0.2,0.0577,0,0,1,69.0444,98,6,171,40057.774,693,yes
0.678571,0.378436,0.348837,179,0.0021,0,0,0.1765,0.0329,0,0,0.5,119.4503,149,8,195,25148.5742,200,yes
1.464516,0.337912,0.326923,123,0.0072,0,0,0.4286,0.033,0,0,0.5,96.8681,142,9,149,38990.1129,98194,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,106,106,106,106,0,0,yes
3.2,0.155602,0.547718,75,0.0133,0,0,0.3333,0.0465,0.07692,0,1,94.805,108,6,143,25345.5696,56732,yes
0.687075,0.238683,0.473251,58,0.0102,0,0,0.1667,0.0441,0.09091,0,0.25,84.5638,82,15,143,37883.9091,2390,yes
0.876923,0.222785,0.106329,88,0.0032,0,0,0.25,0.0095,0,0,0.2222,103.881,37,18,175,3813.4442,71,yes
0.449275,0.384127,0.449206,484,0.0106,0,0,1,0.0553,0,0,1,85.7913,52,9,149,16257.6807,264,yes
0.75463,0.334271,0.077548,1069,0.0019,0,0,0.5,0.0055,0,0,0.3333,113.2142,99,5,180,13052.9606,197,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,100,100,100,100,0,0,yes
1.32216,0.45767,0.184409,1092,0.0111,0,0,0.25,0.0169,0,0,1,79.9954,148,2,160,29246.5975,175,yes
0,0,0.666667,0,0.0718,0,0,0.1875,0.0405,0.0625,0,0.0625,99.3333,93,25,132,777641.8,1947666,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,104,104,104,104,0,0,yes
1.002326,0.356643,0.233566,255,0.0051,0,0,0.25,0.0234,0.05,0,0.5,99.7329,112,10,147,7473.7871,50,yes
0.597938,0.371681,0.19469,42,0.0011,0,0,0.0769,0.0195,0,0,0.25,80.8938,81,1,142,112875.7321,177679,yes
1.037234,0,0.808642,0,0.002,0,0,0.4,0.0827,0.05263,0,0.5,90.8852,142,7,173,3537.6947,225,yes
0.918182,0.232374,0.167626,323,0.004,0,0,1,0.0236,0,0,0.5,80.4381,97,6,170,8477.7163,532,yes
1.572917,0.15139,0.113285,147,0.0124,0,0,0.5,0.0221,0,0,0.5,56.1833,38,4,187,24770.5237,310,yes
0.89039,0.436695,0.339056,407,0.0153,0,0,1,0.0209,0,0,0.25,87.926,20,8,144,21531.0591,1572,yes
0.15519,0,0.825641,0,0.0004,0,0,0.0455,0.0455,0.05882,0,0.125,127.6615,134,41,155,12137.1082,3214,yes
0.803738,0.451832,0.12483,666,0.0052,0,0,0.5,0.0336,0,0,1,53.5563,48,4,145,13816.854,190,yes
0.130435,0,0.666667,0,0,0,0,0,0.0352,0.05,0,0.0556,82,122,5,122,295824.5,591588,yes
0.434783,0.026316,0.736842,1,0.017,0,0,0.3529,0.1092,0.33333,0,0.3333,68.5789,37,26,139,361059.8378,6279,yes
1.282609,0.496795,0.092949,465,0.0044,0,0,0.25,0.0102,0,0,0.5,87.2521,81,11,179,22652.7305,329,yes
1.586957,0.359195,0.143678,1000,0.0056,0,0,0.6667,0.0158,0,0,1,77.5136,36,1,158,7611.8175,3166,yes
1.833922,0.242323,0.206446,797,0.0092,0,0,0.5,0.0249,0,0,1,82.6437,73,2,317,13847.3674,10553,yes
0.382775,0.089705,0.947622,149,0.0597,0.04545,0,0.4,0.076,0.04545,0,0.5,104.1126,136,11,146,1800.0976,422,yes
0,0.067227,0.310924,8,0.0666,0,0,0.5,0.0457,0,0,0.25,74.4034,54,18,488,2722.5,13,yes
1.788136,0.281307,0.541198,775,0.0022,0,0,0.25,0.046,0,0,1,97.3739,46,7,152,15608.2019,74,yes
5.108333,0.104313,0.264293,208,0.0162,0,0,0.6667,0.0257,0,0,1,99.2101,87,2,155,20918.3327,268,yes
0.819196,0.340885,0.316073,316,0.0073,0,0,0.8,0.0477,0,0,1,71.8921,26,4,181,13251.203,2188,yes
1.112903,0.012048,0.939759,1,0.0022,0,0,0.125,0.129,0.1,0,1,81.7108,75,33,140,104940.8659,262626,yes
4.472222,0.533172,0.070702,1101,0.0072,0,0,1,0.0116,0,0,1,66.6048,60,2,165,9587.642,284,yes
1.015385,0.135501,0.081978,200,0.0007,0,0,0.25,0.0098,0,0,0.5,86.4675,106,3,151,9930.8685,13136,yes
0.912048,0.341385,0.293076,212,0.0249,0.16667,0,0.3333,0.0341,0,0,1,72.7037,36,4,147,29713.5694,36,yes
0.8,0.182336,0.207977,64,0.027,0,0,1,0.0437,0,0,1,63.8262,66,5,183,46249.3486,22545,yes
1.010916,0.015377,0.882783,61,0.0017,0,0,0.3333,0.1678,0.16667,0,0.5,54.0421,52,8,173,3213.2832,264,yes
0.68695,0.023438,0.979688,15,0.0625,0.05,0,0.25,0.0634,0.05,0,0.3333,114.8578,138,45,515,4082.5477,3596,yes
5.13578,0.744259,0.038849,4732,0.0064,0,0,0.3333,0.0052,0,0,0.5,65.1464,47,8,168,1452.1992,286,yes
0,0,1,0,0.0539,0,0,0.25,0.1186,0.11111,0.1,0.1667,78.4516,75,68,102,86178.7667,66,yes
2.553191,0.082274,0.024682,110,0.0149,0,0,0.5,0.0024,0,0,0.3333,78.3179,120,2,148,7308.1564,275,yes
0.356923,0.798469,0.059655,4069,0.0198,0,0,1,0.0105,0,0,1,61.0502,37,5,154,2250.1668,14,yes
0.574058,0.355443,0.259241,702,0.0032,0,0,0.1667,0.0246,0,0,0.3333,87.7954,160,1,211,7441.3526,4988,yes
1.122867,0.394872,0.297436,462,0.0095,0,0,0.5,0.022,0.07143,0,1,96.6103,121,1,241,28482.9598,461,yes
2.584158,0.094572,0.388158,575,0.0101,0,0,0.75,0.029,0,0,0.6667,113.9908,140,12,169,3883.76,253,yes
0.851852,0.650628,0.135983,311,0.0018,0,0,0.1818,0.0153,0.11111,0,0.5,94.8598,75,8,185,30443.2977,54763,yes
0.726619,0.125749,0.658683,21,0.0389,0,0,1,0.0566,0.14286,0,0.4,112.6707,132,24,170,29818.4699,1857,yes
1,0.083333,0.611111,9,0.0006,0,0,0.0667,0.1858,0.33333,0,1,61.5,30,12,161,282351.9252,210,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,104,104,104,104,0,0,yes
1.115385,0.110041,0.096286,80,0.0127,0,0,1,0.0184,0,0,1,57.9257,139,3,150,90546.9311,21142,yes
0.302326,0.041667,0.291667,3,0.0822,0,0,0.2857,0.0425,0,0,0.25,70.1389,111,12,143,2740.0141,23,yes
0,0,1,0,0.0652,0,0,0.25,0.1148,0.125,0.0909,0.1667,79.7097,71,64,110,87516.8333,64,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,103,103,103,103,0,0,yes
0.498413,0.42772,0.152012,287,0.0111,0,0,1,0.0168,0,0,0.5,87.5156,69,3,148,27285.9194,3192,yes
0,0,1,0,0.0602,0.125,0,0.125,0.121,0.125,0.1111,0.1429,79.5,72,72,103,510311.8,74,yes
0,0,1,0,0.0222,0.11111,0,0.1111,0.123,0.11111,0.1111,0.1429,77.6,79,68,101,616759.5,65,yes
0.042553,0.181818,0.939394,6,0.0864,0.11111,0,0.2857,0.0914,0.11111,0,0.2,91.2424,89,1,140,104250.9062,10853,yes
0.464286,0.367647,0.237745,150,0.002,0,0,0.2222,0.0286,0,0,1,104.3529,50,8,229,46450.5479,16690,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,99,99,99,99,0,0,yes
0.644366,0.470085,0.25,220,0.0097,0,0,0.2857,0.0225,0,0,0.25,73.5256,28,8,162,37019.6981,1497,yes
0.642857,0.621094,0.070313,159,0.0038,0,0,0.3333,0.0113,0,0,0.3333,75.6797,52,10,147,61836.3882,31581,yes
0.58,0.057762,0.285199,16,0.0034,0,0,0.1667,0.0292,0,0,1,85.0939,118,17,149,54291.3623,19602,yes
1.228102,0.583643,0.222119,628,0.0059,0,0,0.25,0.0177,0,0,0.5,95.5623,60,16,169,25818.4065,346,yes
0.687664,0.362694,0.259067,70,0.0006,0,0,0.0625,0.0307,0.09091,0,1,65.7927,70,15,140,117787.7344,17871,yes
0,0,1,0,0.0583,0,0,0.1667,0.1278,0.11111,0.1111,0.1667,79.2,72,71,104,626067.75,65,yes
0.722222,0.78481,0.303797,62,0.1148,0,0,0.9333,0.0418,0,0,0.5,94.8608,140,22,145,82505.5897,512,yes
0.402299,0.580227,0.053485,358,0.013,0,0,1,0.0056,0,0,0.2,72.5219,63,12,162,14137.4724,7911,yes
0.5,0.551724,0.022989,48,0.0021,0,0,0.1818,0.0037,0,0,0.1818,52.1149,13,10,149,137193.686,218,yes
1.111111,0.235294,0.529412,4,0,0,0,0,0.1093,0.2,0,0.3333,71.1176,48,26,152,1010054.813,21100,yes
0.229932,0.108108,0.256757,8,0.0099,0,0,0.1667,0.0225,0,0,0.2,104.973,61,21,168,36448.8767,118,yes
1.186441,0.294118,0.104575,135,0.0053,0,0,0.5556,0.0102,0,0,0.5,70.9259,48,4,155,16226.4454,29410,yes
0.626263,0.336538,0.232692,175,0.0047,0,0,0.3333,0.0394,0,0,1,73.2154,106,1,148,70300.7765,12781,yes
1.131579,0.214559,0.167488,392,0.0124,0,0,0.5,0.0252,0,0,1,84.1264,23,7,160,24692.0334,32212,yes
0,0,1,0,0.0257,0.1,0,0.1,0.0596,0.05,0.0455,0.0833,118.225,140,79,140,37939.3333,356,yes
1.896552,0.797443,0.060933,4803,0.0094,0,0,1,0.0061,0,0,0.5,77.7046,86,3,177,1362.1171,923,yes
0.802908,0.215947,0.551495,65,0.0347,0,0,0.3846,0.0321,0.05556,0,0.3333,125.402,127,26,149,53890.8167,13681,yes
1.290323,0.638462,0.035897,249,0.0041,0,0,0.3333,0.0022,0,0,0.0769,85.0282,49,1,140,21138.4833,70296,yes
1.021978,0.383451,0.032795,760,0.0014,0,0,1,0.0142,0,0,1,78.3466,21,2,150,11161.5124,7526,yes
0.275362,0.222222,0.111111,18,0.0025,0,0,0.1111,0.0105,0,0,0.1818,57.5926,140,3,140,19090.3,5555,yes
0,0.103448,0.344828,3,0.0407,0.09091,0,0.3333,0.0247,0,0,0.1667,103.069,130,20,139,67852.8929,82580,yes
0.464789,0.051282,0.149901,26,0.0079,0,0,0.4,0.0165,0,0,1,52.6963,90,4,140,62335.6304,86778,yes
0.970588,0.502347,0.030516,214,0.0012,0,0,0.1111,0.003,0,0,0.1667,58.8052,136,9,139,51249.4588,93069,yes
0.428571,0.054054,0.324324,2,0.0796,0.03571,0,0.6667,0.0448,0,0,0.2,80.5946,134,33,170,2196.6944,45,yes
1.846154,0.350113,0.161482,1238,0.0123,0,0,1,0.0124,0,0,0.5,86.1058,62,9,156,9817.4752,2694,yes
1.384615,0.244373,0.475884,304,0.0117,0,0,0.8462,0.0391,0,0,1,106.3666,29,5,160,8463.8085,473,yes
0,0,1,0,0.05,0,0,0.25,0.123,0.125,0.1111,0.1429,81.8,71,71,108,635102.5,65,yes
0.666667,0.111475,0.163934,34,0.002,0,0,0.25,0.0241,0,0,0.5,62.3049,110,13,144,7999.2237,66,yes
1.296875,0.297131,0.237705,290,0.0029,0,0,0.2,0.0337,0,0,1,69.2377,70,3,154,19170.8051,4622,yes
0.814815,0.147929,0.905325,25,0.0717,0.09091,0,0.4667,0.099,0.09091,0,0.5,77.1361,71,15,144,9630.6369,8,yes
